Unnamed: 0,Movie Title,Release-Date,moviename,release_date,budget,year,cleaned_budget,cleaned_release_date,rd
1,Alice in Wonderland,2010-03-05,,,,,,,2010-03-05
42,Step Up,2010-08-06,,,,,,,2010-08-06
63,Aftershock,,Aftershock,"
22 July 2010 (2010-07-22)
",less than $25 million,2010.0,25000000.0,2010-07-22,2010-07-22
64,Umizaru 3: The Last Message,,Umizaru 3: The Last Message,"
September 18, 2010 (2010-09-18) (Japan)
",,2010.0,,2010-09-18,2010-09-18
72,Bayside Shakedown 3: Set the Guys Loose,,Bayside Shakedown 3: Set the Guys Loose,,,2010.0,,,
80,If You Are the One 2,,If You Are the One 2,"
December 22, 2010 (2010-12-22)
",,2010.0,,2010-12-22,2010-12-22
83,Pokémon: Zoroark: Master of Illusions,,,,,,,,
84,A Turtle's Tale: Sammy's Adventures,,A Turtle's Tale: Sammy's Adventures,,,2010.0,,,
99,Veda - Atatürk,,,,,,,,
111,Heartbreaker,,Heartbreaker,"
17 March 2010 (2010-03-17)
",$10 million,2010.0,10000000.0,2010-03-17,2010-03-17
113,StreetDance 2,,StreetDance 2,"
30 March 2012 (2012-03-30) (United Kingdom)
",£7 million,2012.0,7000000.0,2012-03-30,2012-03-30
115,The Man from Nowhere,,The Man from Nowhere,"
August 4, 2010 (2010-08-04)
",,2010.0,,2010-08-04,2010-08-04
120,SP: The Motion Picture I,,SP: The Motion Picture I,,,2011.0,,,
121,Kokkuri-san: Gekijô-ban,,,,,,,,
123,Detective Conan: The Lost Ship in the Sky,,Detective Conan: The Lost Ship in the Sky,,,2010.0,,,
124,Secret Reunion,,Secret Reunion,"
4 February 2010 (2010-02-04)
",,2010.0,,2010-02-04,2010-02-04
129,The Extraordinary Adventures of Adèle Blanc-Sec,,,,,,,,
130,Camping 2,,Camping 2,,,2010.0,,,
131,Arthur 3: The War of the Two Worlds,,Arthur 3: The War of the Two Worlds,"
October 13, 2010 (2010-10-13) (France)
March 22, 2011 (2011-03-22) (United States)
",€65 million($91 million),2010.0,91000000.0,2011-03-22,2011-03-22
136,Sacrifice,,Sacrifice,"
23 October 2020 (2020-10-23) (Mainland China)
19 November 2020 (2020-11-19) (Hong Kong)
",,2020.0,,2020-11-19,2020-11-19
137,The Lady Shogun and Her Men,,The Lady Shogun and Her Men,,,2010.0,,,
144,Liar Game: The Final Stage,,Liar Game: The Final Stage,,,2010.0,,,
147,Da Xiao Jiang Hu,,Da Xiao Jiang Hu,,,2010.0,,,
148,Act of Vengeance,,Act of Vengeance,"
5 November 2010 (2010-11-05)
","$21,000,000 million",2010.0,21000000000000.0,2010-11-05,2010-11-05
149,Under the Hawthorn Tree,,Under the Hawthorn Tree,"
15 September 2010 (2010-09-15)
",,2010.0,,2010-09-15,2010-09-15
150,Recep Ivedik 3,,Recep Ivedik 3,"
February 12, 2010 (2010-02-12)
",,2010.0,,2010-02-12,2010-02-12
152,22 Bullets,,22 Bullets,"
24 March 2010 (2010-03-24)
",$20 million,2010.0,20000000.0,2010-03-24,2010-03-24
153,Inazuma Eleven GO the Movie: The Ultimate Bonds Gryphon,,Inazuma Eleven GO the Movie: The Ultimate Bonds Gryphon,,,2010.0,,,
157,Astral City: A Spiritual Journey,,Astral City: A Spiritual Journey,"
September 3, 2010 (2010-09-03)
","$10,000,000",2010.0,10000000.0,2010-09-03,2010-09-03
158,71: Into the Fire,,71: Into the Fire,"
June 16, 2010 (2010-06-16)
",,2010.0,,2010-06-16,2010-06-16
161,How Not to Rescue a Princess,,How Not to Rescue a Princess,,,2010.0,,,
162,About Her Brother,,About Her Brother,,,2010.0,,,
163,Trick the Movie: Psychic Battle Royale,,Trick the Movie: Psychic Battle Royale,,,2010.0,,,
166,Hot Summer Days,,Hot Summer Days,,,2010.0,,,
168,The Servant,1964-03-16,,,,,,,1964-03-16
169,Norwegian Wood,2012-01-06,,,,,,,2012-01-06
170,Head Over Heels,,Head Over Heels,,,2012.0,,,
232,Hankyu Railways - A 15-minute Miracle,,Hankyu Railways - A 15-minute Miracle,,,2011.0,,,
242,Rien à déclarer,,,,,,,,
243,Season of the Witch,2011-01-07,,,,,,,2011-01-07
268,What a Beautiful Day,,What a Beautiful Day,,,2011.0,,,
271,Beginning of the Great Revival,,Beginning of the Great Revival,,,2011.0,,,
276,A Ghost of a Chance,,A Ghost of a Chance,"
October 29, 2011 (2011-10-29)
",,2011.0,,2011-10-29,2011-10-29
277,War of the Arrows,,War of the Arrows,"
August 11, 2011 (2011-08-11)
",,2011.0,,2011-08-11,2011-08-11
278,Kokowääh,,,,,,,,
283,Detective Conan: Quarter of Silence,,Detective Conan: Quarter of Silence,"
April 16, 2011 (2011-04-16)[1]
",,2011.0,,2011-04-16,2011-04-16
290,Gantz,,Gantz,"Gantz:
January 29, 2011 (2011-01-29) (Japan)

Gantz: Perfect Answer:
April 23, 2011 (2011-04-23) (Japan)
",2.1 billion yen (total),2011.0,100000000.0,2011-04-23,2011-04-23
292,SP: The Motion Picture II,,SP: The Motion Picture II,,,2011.0,,,
295,Eiga Kaibutsukun,,Eiga Kaibutsukun,,,2011.0,,,
308,Gantz: Perfect Answer,,Gantz: Perfect Answer,"Gantz:
January 29, 2011 (2011-01-29) (Japan)

Gantz: Perfect Answer:
April 23, 2011 (2011-04-23) (Japan)
",2.1 billion yen (total),2011.0,100000000.0,2011-04-23,2011-04-23
309,Detective K: Secret of Virtuous Widow,,Detective K: Secret of Virtuous Widow,"
27 January 2011 (2011-01-27)
",,2011.0,,2011-01-27,2011-01-27
312,"All's Well, Ends Well 2011",,"All's Well, Ends Well 2011","
2 February 2011 (2011-02-02)[1]
",,2011.0,,2011-02-02,2011-02-02
316,Doraemon: Nobita and the New Steel Troops: ~Winged Angels~,,Doraemon: Nobita and the New Steel Troops: ~Winged Angels~,"
March 5, 2011 (2011-03-05)
",,2011.0,,2011-03-05,2011-03-05
318,My Own Swordsman,,My Own Swordsman,"
January 26, 2011 (2011-01-26)
",,2011.0,,2011-01-26,2011-01-26
319,You Are the Apple of My Eye,,You Are the Apple of My Eye,"
25 June 2011 (2011-06-25) (Taipei Film Festival)
19 August 2011 (2011-08-19) (Taiwan)
",NT$50 million (approx. US$1.7 million),2011.0,7000000.0,2011-08-19,2011-08-19
320,Torrente 4,,Torrente 4,,,2011.0,,,
322,Unfair: The Answer,,Unfair: The Answer,"
September 17, 2011 (2011-09-17) (Japan)
",,2011.0,,2011-09-17,2011-09-17
323,Yolki 2,,,,,,,,
325,The Women on the 6th Floor,,The Women on the 6th Floor,"
23 October 2010 (2010-10-23) (Première)
16 February 2011 (2011-02-16) (France)
",$7 million ,2011.0,7000000.0,2011-02-16,2011-02-16
326,A Monster in Paris,,A Monster in Paris,"
12 October 2011 (2011-10-12) (France)
16 December 2011 (2011-12-16) (United States)
",$32 million ,2011.0,32000000.0,2011-12-16,2011-12-16
327,Ivan Tsarevich & the Grey Wolf,,Ivan Tsarevich & the Grey Wolf,,,2011.0,,,
330,Eyyvah Eyvah 2,,Eyyvah Eyvah 2,"
26 February 2010 (2010-02-26)
",,2011.0,,2010-02-26,2010-02-26
331,In His Chart,,In His Chart,,,2011.0,,,
334,Andalucia: Revenge of the Goddess,,Andalucia: Revenge of the Goddess,"
25 June 2011 (2011-06-25)
",,2011.0,,2011-06-25,2011-06-25
335,Qualunquemente,,Qualunquemente,"
January 21, 2011 (2011-01-21)
",,2011.0,,2011-01-21,2011-01-21
336,Friends: Naki on the Monster Island,,Friends: Naki on the Monster Island,"
17 December 2011 (2011-12-17) (Japan)
",,2011.0,,2011-12-17,2011-12-17
337,Kamen Rider OOO Wonderful: The Shogun and the 21 Core Medals,,Kamen Rider OOO Wonderful: The Shogun and the 21 Core Medals,,,2011.0,,,
338,Gooische vrouwen,,Gooische vrouwen,"
10 March 2011 (2011-03-10) (Netherlands)
25 June 2011 (2011-06-25) (France)
",€2.5 million,2011.0,5000000.0,2011-06-25,2011-06-25
339,The Immature,,,,,,,,
340,K-On! The Movie,,K-On! The Movie,,,2011.0,,,
341,Vicky and the Treasure of the Gods,,Vicky and the Treasure of the Gods,"
29 September 2011 (2011-09-29)
",,2011.0,,2011-09-29,2011-09-29
342,The Front Line,,The Front Line,"
20 July 2011 (2011-07-20)
",,2011.0,,2011-07-20,2011-07-20
343,Polisse,2012-05-18,,,,,,,2012-05-18
344,Hollywoo,2006-09-08,,,,,,,2006-09-08
345,Scabbard Samurai,,Scabbard Samurai,,,2011.0,,,
346,Kaiji 2: The Ultimate Gambler,,Kaiji 2: The Ultimate Gambler,,,2011.0,,,
361,Les Misérables,2012-12-25,,,,,,,2012-12-25
385,Lost in Thailand,,Lost in Thailand,"
December 12, 2012 (2012-12-12)
[1]",US$4.6 million,2012.0,6000000.0,2012-12-12,2012-12-12
390,Chinese Zodiac,,Chinese Zodiac,,,2012.0,,,
418,Brave Hearts: Umizaru,,Brave Hearts: Umizaru,"
July 13, 2012 (2012-07-13) (Japan)
",,2012.0,,2012-07-13,2012-07-13
426,The Grey,2012-01-27,,,,,,,2012-01-27
428,Thermae Romae,,Thermae Romae,"
April 26, 2014 (2014-04-26) (Japan)
",,2014.0,,2014-04-26,2014-04-26
429,One Piece Film Z,,One Piece Film Z,"
December 15, 2012 (2012-12-15)
",,2012.0,,2012-12-15,2012-12-15
432,Bayside Shakedown the Final,,Bayside Shakedown the Final,"
September 7, 2012 (2012-09-07)
",,2012.0,,2012-09-07,2012-09-07
438,Astérix and Obélix: God Save Britannia,,,,,,,,
439,Evangelion: 3.0 You Can (Not) Redo,,Evangelion: 3.0 You Can (Not) Redo,"
November 17, 2012 (2012-11-17)
",,0.0,,2012-11-17,2012-11-17
446,Wolf Children,,Wolf Children,"
June 25, 2012 (2012-06-25) (France)
July 21, 2012 (2012-07-21) (Japan)
",,2012.0,,2012-07-21,2012-07-21
451,HOUBA! On the Trail of the Marsupilami,,HOUBA! On the Trail of the Marsupilami,"
4 April 2012 (2012-04-04)
",€ 39.4 million,2012.0,4000000.0,2012-04-04,2012-04-04
452,Tad: The Lost Explorer,,Tad: The Lost Explorer,"
5 June 2012 (2012-06-05) (AIAFF)[1]
31 August 2012 (2012-08-31) (Spain)[2]
",€8 million,2012.0,8000000.0,2012-08-31,2012-08-31
453,A Turtle's Tale 2: Sammy's Escape from Paradise,,A Turtle's Tale 2: Sammy's Escape from Paradise,,,2012.0,,,
456,A Werewolf Boy,,A Werewolf Boy,"
September 11, 2012 (2012-09-11) (TIFF)
October 31, 2012 (2012-10-31) (South Korea)
",,2012.0,,2012-10-31,2012-10-31
457,Doraemon: Nobita and the Island of Miracles ~Animal Adventure~,,Doraemon: Nobita and the Island of Miracles ~Animal Adventure~,"
March 3, 2018 (2018-03-03)
",,2012.0,,2018-03-03,2018-03-03
458,Detective Conan: The Eleventh Striker,,,,,,,,
463,La vérité si je mens! 3,,,,,,,,
466,Rurouni Kenshin Part I: Origins,,Rurouni Kenshin Part I: Origins,"
June 4, 2021 (2021-06-04) (Japan)
July 30, 2021 (Worldwide)",,2012.0,,2021-06-04,2021-06-04
467,Conquest 1453,,Conquest 1453,"
February 16, 2012 (2012-02-16)
",$18.2 million,2012.0,2000000.0,2012-02-16,2012-02-16
470,Welcome to the North,,Welcome to the North,,,2012.0,,,
475,Adventures in Zambezia,,Adventures in Zambezia,"
3 July 2012 (2012-07-03)
",R173 million ($20 million),2012.0,20000000.0,2012-07-03,2012-07-03
477,Three Heroes on Distant Shores,,Three Heroes on Distant Shores,,,2012.0,,,
481,Bait,,Bait,"
5 September 2012 (2012-09-05) (Italy)
20 September 2012 (2012-09-20) (Australia)
29 November 2012 (2012-11-29) (Singapore)
",$20 million,2012.0,20000000.0,2012-11-29,2012-11-29
483,Nameless Gangster: Rules of the Time,,Nameless Gangster: Rules of the Time,"
February 2, 2012 (2012-02-02)
",US$4 million,2012.0,4000000.0,2012-02-02,2012-02-02
486,The Floating Castle,,The Floating Castle,"
November 2, 2012 (2012-11-02)
",,2012.0,,2012-11-02,2012-11-02
487,The Dream Team,,The Dream Team,,,2012.0,,,
491,The Grand Heist,,The Grand Heist,"
8 August 2012 (2012-08-08)
",₩8.5 billion,2012.0,500000000.0,2012-08-08,2012-08-08
494,All About My Wife,,All About My Wife,"
May 17, 2012 (2012-05-17)
",,2012.0,,2012-05-17,2012-05-17
496,SPEC: Heaven,,SPEC: Heaven,,,2012.0,,,
497,We Were There: True Love,,We Were There: True Love,,,2012.0,,,
501,Architecture 101,,Architecture 101,"
March 22, 2012 (2012-03-22)
",,2012.0,,2012-03-22,2012-03-22
502,Lesson of the Evil,,Lesson of the Evil,"
November 9, 2012 (2012-11-09) (Rome Film Festival)
November 10, 2012 (2012-11-10) (Japan)
",,2012.0,,2012-11-10,2012-11-10
503,Agneepath,,Agneepath,"
26 January 2012 (2012-01-26)
",₹58 crore (US$7.6 million),2012.0,6000000.0,2012-01-26,2012-01-26
504,Rust and Bone,,Rust and Bone,"
17 May 2012 (2012-05-17) (France & Belgium)
",€15.4 million($20 million),2012.0,20000000.0,2012-05-17,2012-05-17
505,Head Over Heels 2,,Head Over Heels 2,,,2012.0,,,
507,Herutâ sukerutâ,,,,,,,,
508,The Last Tycoon,,The Last Tycoon,"
22 December 2012 (2012-12-22) (Mainland China)
3 January 2013 (2013-01-03) (Hong Kong)
",,2012.0,,2013-01-03,2013-01-03
509,Housefull 2,,Housefull 2,"
5 April 2012 (2012-04-05)
",₹450 million,2012.0,450000000.0,2012-04-05,2012-04-05
512,Liar Game: Reborn,,Liar Game: Reborn,"
March 3, 2012 (2012-03-03) (Japan)
",,2012.0,,2012-03-03,2012-03-03
513,Türkisch für Anfänger,,,,,,,,
515,"Little Brother, Big Trouble: A Christmas Adventure",,"Little Brother, Big Trouble: A Christmas Adventure","
12 October 2012 (2012-10-12)
 (Finland)9 August 2013 (Japan)","7,316,273 €",2012.0,7316273.0,2012-10-12,2012-10-12
517,Hotaru the Movie: It's Only a Little Light in My Life,,Hotaru the Movie: It's Only a Little Light in My Life,"
16 April 1988 (1988-04-16)
",,2012.0,,1988-04-16,1988-04-16
518,Kon-Tiki,1951-04-03,,,,,,,1951-04-03
520,Unbowed,,Unbowed,,,2012.0,,,
521,Confession of Murder,,Confession of Murder,"
November 8, 2012 (2012-11-08)
",,2012.0,,2012-11-08,2012-11-08
522,Beasts of the Southern Wild,2012-06-27,,,,,,,2012-06-27
562,The Secret Life of Walter Mitty,2013-12-25,,,,,,,2013-12-25
586,Young Detective Dee: Rise of the Sea Dragon,,Young Detective Dee: Rise of the Sea Dragon,,,2013.0,,,
598,American Dreams in China,,American Dreams in China,"
May 17, 2013 (2013-05-17) (China)
",,2013.0,,2013-05-17,2013-05-17
601,Finding Mr. Right,,Finding Mr. Right,"
14 February 2013 (2013-02-14) (Hong Kong)
21 March 2013 (2013-03-21) (China)
",¥30 million yuan (US$5 million),2013.0,5000000.0,2013-03-21,2013-03-21
602,The Fighter Pilot,,The Fighter Pilot,,,2013.0,,,
603,The Attorney,,The Attorney,,,2013.0,,,
607,Suck Me Shakespeer,,Suck Me Shakespeer,"
29 October 2013 (2013-10-29)
",€5 million,2017.0,5000000.0,2013-10-29,2013-10-29
613,Sole a catinelle,,Sole a catinelle,"
October 31, 2013 (2013-10-31)[1][2]
",,2013.0,,2013-10-31,2013-10-31
616,Stalingrad,,Stalingrad,"
27 September 2013 (2013-09-27) (Volgograd)
10 October 2013 (2013-10-10) (Russia)[1]
31 October 2013 (2013-10-31) (China)
21 February 2014 (2014-02-21) (UK)
28 February 2014 (2014-02-28) (US)
",$30 million,2013.0,30000000.0,2014-02-28,2014-02-28
629,Firestorm,,Firestorm,"
12 December 2013 (2013-12-12) (China)
19 December 2013 (2013-12-19) (Hong Kong)
","US$20,000,000",2013.0,20000000.0,2013-12-19,2013-12-19
640,Tiny Times 2.0,,Tiny Times 2.0,"
August 8, 2013 (2013-08-08)
",,2013.0,,2013-08-08,2013-08-08
644,Badges of Fury,,Badges of Fury,"
21 June 2013 (2013-06-21)
",,2013.0,,2013-06-21,2013-06-21
647,The White Storm,,The White Storm,"
25 October 2013 (2013-10-25) (Hong Kong Asian Film Festival)
29 November 2013 (2013-11-29) (China)
5 December 2013 (2013-12-05) (Hong Kong)
","US$16,000,000",2019.0,16000000.0,2013-12-05,2013-12-05
649,Secretly Greatly,,Secretly Greatly,"
5 June 2013 (2013-06-05)
",,2013.0,,2013-06-05,2013-06-05
650,"The Chef, The Actor, The Scoundrel",,"The Chef, The Actor, The Scoundrel","
29 March 2013 (2013-03-29) (China)
",,2013.0,,2013-03-29,2013-03-29
651,Doraemon: Nobita's Secret Gadget Museum,,Doraemon: Nobita's Secret Gadget Museum,,,2013.0,,,
654,Lupin III vs. Detective Conan: The Movie,,Lupin III vs. Detective Conan: The Movie,,,2013.0,,,
656,Antoine and Sebastian,,Antoine and Sebastian,"
21 September 2013 (2013-09-21) (SSIFF)
",,2013.0,,2013-09-21,2013-09-21
657,Cold Eyes,,Cold Eyes,"
July 3, 2013 (2013-07-03)
",US$4.5 million,2013.0,5000000.0,2013-07-03,2013-07-03
658,Detective Conan: Private Eye in the Distant Sea,,Detective Conan: Private Eye in the Distant Sea,,,2013.0,,,
659,Dügün Dernek,,,,,,,,
662,Blind Detective,,Blind Detective,"
19 May 2013 (2013-05-19) (Cannes Film Festival)[1]
4 July 2013 (2013-07-04) (Hong Kong and China)
","HK$85,000,000 (US$10.9 Million)",2013.0,9.0,2013-07-04,2013-07-04
666,Midsummer's Equation,,Midsummer's Equation,"
June 29, 2013 (2013-06-29) (Japan)
",,2013.0,,2013-06-29,2013-06-29
668,The After-Dinner Mysteries,,The After-Dinner Mysteries,,,2013.0,,,
671,101 Proposals,,101 Proposals,,,2013.0,,,
672,A Wedding Invitation,,A Wedding Invitation,"
April 12, 2013 (2013-04-12) (China)
",,2013.0,,2013-04-12,2013-04-12
673,Silent Witness,,Silent Witness,"
13 September 2013 (2013-09-13)
",,2013.0,,2013-09-13,2013-09-13
675,Kokowääh 2,,,,,,,,
676,The Suspect,,The Suspect,"
December 24, 2013 (2013-12-24)
",~US$9.5 million,2013.0,5000000.0,2013-12-24,2013-12-24
677,The Four 2,,The Four 2,"
August 4, 2015 (2015-08-04) (New York City)
August 7, 2015 (2015-08-07) (United States)
",$120 million,2013.0,120000000.0,2015-08-07,2015-08-07
678,The Kiyosu Conference,,The Kiyosu Conference,"
November 9, 2013 (2013-11-09) (Japan)
",,2013.0,,2013-11-09,2013-11-09
687,We Are the Nobles,,We Are the Nobles,,,2013.0,,,
688,The Stolen Years,1998-09-11,,,,,,,1998-09-11
689,One Night Surprise,,One Night Surprise,"
9 August 2013 (2013-08-09)
",,2013.0,,2013-08-09,2013-08-09
690,Platinum Data,,Platinum Data,,,2013.0,,,
691,Gekijouban SPEC: Kurôzu - Zen no hen,,,,,,,,
694,"Me, Myself and Mum",,"Me, Myself and Mum","
20 May 2013 (2013-05-20) (Cannes)
20 November 2013 (2013-11-20) (France)
",,2013.0,,2013-11-20,2013-11-20
698,Out of Inferno,,Out of Inferno,"
30 September 2013 (2013-09-30) (China)
3 October 2013 (2013-10-03) (Hong Kong)
",HK$150 million (US$19 million),2013.0,19000000.0,2013-10-03,2013-10-03
699,Bring Happiness Home,,Bring Happiness Home,"
January 15, 2013 (2013-01-15) (China)
",,2013.0,,2013-01-15,2013-01-15
700,Baggage Claim,2013-09-27,,,,,,,2013-09-27
743,Breakup Buddies,,Breakup Buddies,"
September 7, 2014 (2014-09-07) (TIFF)
September 30, 2014 (2014-09-30) (China)
",,2014.0,,2014-09-30,2014-09-30
744,Stand by Me Doraemon,,Stand by Me Doraemon,"
8 August 2014 (2014-08-08) (Japan)
",,2020.0,,2014-08-08,2014-08-08
750,The Taking of Tiger Mountain,,The Taking of Tiger Mountain,"
December 23, 2014 (2014-12-23) (China)
May 14, 2015 (2015-05-14) (Hong Kong)
",,2014.0,,2015-05-14,2015-05-14
764,The Breakup Guru,,The Breakup Guru,"
June 27, 2014 (2014-06-27)
",,2014.0,,2014-06-27,2014-06-27
769,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014-10-10,,,,,,,2014-10-10
772,Ode to My Father,2015-01-09,,,,,,,2015-01-09
773,Fleet of Time,,Fleet of Time,"
December 5, 2014 (2014-12-05)
[1]",,2014.0,,2014-12-05,2014-12-05
782,Tiny Times 3.0,,Tiny Times 3.0,"
July 17, 2014 (2014-07-17)
",,2014.0,,2014-07-17,2014-07-17
783,Gone with the Bullets,,Gone with the Bullets,"
December 18, 2014 (2014-12-18)
",300 million yuan  (US$48.8 million),2014.0,8000000.0,2014-12-18,2014-12-18
785,Spanish Affair,,Spanish Affair,"
14 March 2014 (2014-03-14)
",US$3 million,2015.0,3000000.0,2014-03-14,2014-03-14
787,Head Full of Honey,2018-11-30,,,,,,,2018-11-30
788,"I, Frankenstein",2014-01-24,,,,,,,2014-01-24
790,My Old Classmate,,My Old Classmate,"
April 25, 2014 (2014-04-25)
",,2014.0,,2014-04-25,2014-04-25
791,The Bélier Family,,,,,,,,
798,Beijing Love Story,2014-02-14,,,,,,,2014-02-14
799,The House That Never Dies,,The House That Never Dies,,,2017.0,,,
801,The Pirate Fairy,,The Pirate Fairy,"
February 13, 2014 (2014-02-13) (Denmark)[2]
April 1, 2014 (2014-04-01) (United States)[3]
",,2014.0,,2014-04-01,2014-04-01
802,The Inbetweeners 2,,The Inbetweeners 2,"
6 August 2014 (2014-08-06)
",,2014.0,,2014-08-06,2014-08-06
804,The White Haired Witch of Lunar Kingdom,,The White Haired Witch of Lunar Kingdom,"
31 July 2014 (2014-07-31)
",100 million yuan  (US$16 million),2014.0,16000000.0,2014-07-31,2014-07-31
806,Miss Granny,,Miss Granny,"
January 22, 2014 (2014-01-22)
",US$3.2 million,2015.0,2000000.0,2014-01-22,2014-01-22
810,Supercondriaque,,Supercondriaque,"
26 February 2014 (2014-02-26) (France)
",$36.3 million ,2014.0,3000000.0,2014-02-26,2014-02-26
812,Rurouni Kenshin Part II: Kyoto Inferno,,Rurouni Kenshin Part II: Kyoto Inferno,,,2014.0,,,
818,Coming Home,,Coming Home,"
May 16, 2014 (2014-05-16)
",,2014.0,,2014-05-16,2014-05-16
824,Love on the Cloud,,Love on the Cloud,"
December 24, 2014 (2014-12-24)
",,2014.0,,2014-12-24,2014-12-24
826,The Great Hypnotist,,The Great Hypnotist,"
April 29, 2014 (2014-04-29)
",,2014.0,,2014-04-29,2014-04-29
827,Asterix and Obelix: Mansion of the Gods,,Asterix and Obelix: Mansion of the Gods,"
26 November 2014 (2014-11-26) (France)
",€31 million,2014.0,31000000.0,2014-11-26,2014-11-26
828,Thermae Romae II,,Thermae Romae II,"
April 26, 2014 (2014-04-26) (Japan)
",,2014.0,,2014-04-26,2014-04-26
829,Detective Conan: The Sniper from Another Dimension,,Detective Conan: The Sniper from Another Dimension,"
April 19, 2014 (2014-04-19)
",,2014.0,,2014-04-19,2014-04-19
830,Rurouni Kenshin: The Legend Ends,,Rurouni Kenshin: The Legend Ends,"
April 23, 2021 (2021-04-23) (Japan)

June 18, 2021 (2021-06-18)
(Worldwide)",,2014.0,,2021-06-18,2021-06-18
831,"As Above, So Below",2014-08-29,,,,,,,2014-08-29
833,Boonie Bears: To the Rescue,,Boonie Bears: To the Rescue,"
17 January 2014 (2014-01-17) (China)
",,2014.0,,2014-01-17,2014-01-17
835,Recep Ivedik 4,,Recep Ivedik 4,"
February 21, 2014 (2014-02-21)
",,2014.0,,2014-02-21,2014-02-21
838,Samba,2015-07-24,,,,,,,2015-07-24
839,Women Who Flirt,2014-11-26,,,,,,,2014-11-26
845,Kundo: Age of the Rampant,,Kundo: Age of the Rampant,"
July 23, 2014 (2014-07-23)
",US$7 million,2014.0,7000000.0,2014-07-23,2014-07-23
846,When Marnie Was There,2015-05-22,,,,,,,2015-05-22
847,Black & White: The Dawn of Justice,,Black & White: The Dawn of Justice,,,2014.0,,,
848,"My Love, Don't Cross That River",2016-06-17,,,,,,,2016-06-17
849,Don't Go Breaking My Heart 2,,Don't Go Breaking My Heart 2,,,2014.0,,,
851,Old Boys: The Way of the Dragon,,Old Boys: The Way of the Dragon,"
10 July 2014 (2014-07-10)
",,2014.0,,2014-07-10,2014-07-10
852,Tinker Bell and the Legend of the NeverBeast,,Tinker Bell and the Legend of the NeverBeast,"
December 12, 2014 (2014-12-12) (United Kingdom)
March 3, 2015 (2015-03-03) (United States)
",,2014.0,,2015-03-03,2015-03-03
853,The Four 3,,The Four 3,,,2014.0,,,
854,Tazza: The Hidden Card,,Tazza: The Hidden Card,"
September 3, 2014 (2014-09-03)
",,2014.0,,2014-09-03,2014-09-03
855,Mrs. Brown's Boys D'Movie,,Mrs. Brown's Boys D'Movie,"
27 June 2014 (2014-06-27)
",£3.6 million,2014.0,6000000.0,2014-06-27,2014-06-27
856,Rise of the Legend,,Rise of the Legend,"
21 November 2014 (2014-11-21) (China)
27 November 2014 (2014-11-27) (Hong Kong)
",,2014.0,,2014-11-27,2014-11-27
861,The Fatal Encounter,,The Fatal Encounter,"
April 30, 2014 (2014-04-30)
",US$9.6 million,2014.0,6000000.0,2014-04-30,2014-04-30
862,Maya the Bee Movie,2015-05-01,,,,,,,2015-05-01
863,Pokémon the Movie: Diancie and the Cocoon of Destruction,,,,,,,,
864,The Divine Move,,The Divine Move,"
July 3, 2014 (2014-07-03)
",,2014.0,,2014-07-03,2014-07-03
865,Nicholas on Holiday,,Nicholas on Holiday,"
9 July 2014 (2014-07-09)
",€24.5 million,2014.0,5000000.0,2014-07-09,2014-07-09
866,Grace of Monaco,,Grace of Monaco,"
May 14, 2014 (2014-05-14) (Cannes Film Festival)
May 15, 2014 (2014-05-15) (Italy)
May 21, 2014 (2014-05-21) (Belgium)
May 25, 2015 (2015-05-25) (United States)
",$30 million,2014.0,30000000.0,2015-05-25,2015-05-25
868,Joy of Fatherhood,,Joy of Fatherhood,,,2014.0,,,
870,Meet Miss Anxiety,,Meet Miss Anxiety,,,2014.0,,,
871,"Love, Rosie",2015-02-06,,,,,,,2015-02-06
874,Kung Fu Jungle,,Kung Fu Jungle,"
12 October 2014 (2014-10-12) (BFI London Film Festival)
30 October 2014 (2014-10-30) (Hong Kong)
31 October 2014 (2014-10-31) (China)
","HK$200 million  (US$25,800,000)",2014.0,25800000000000.0,2014-10-31,2014-10-31
875,Hot Road,,Hot Road,,,2014.0,,,
876,Fading Gigolo,2014-04-18,,,,,,,2014-04-18
902,Mojin: The Lost Legend,2015-12-18,,,,,,,2015-12-18
903,Lost in Hong Kong,2015-09-25,,,,,,,2015-09-25
908,Goodbye Mr. Loser,2015-10-09,,,,,,,2015-10-09
914,Jian Bing Man,,Jian Bing Man,"
16 June 2015 (2015-06-16) (SIFF)
17 July 2015 (2015-07-17) (China)
",US$12.88 million,2015.0,88000000.0,2015-07-17,2015-07-17
919,From Vegas to Macau II,,From Vegas to Macau II,"
January 30, 2014 (2014-01-30) (Hong Kong)
January 31, 2014 (2014-01-31) (China)
",,2016.0,,2014-01-31,2014-01-31
922,Ip Man 3,2016-01-22,,,,,,,2016-01-22
924,Monkey King: Hero Is Back,2016-07-29,,,,,,,2016-07-29
928,Mr. Six,,Mr. Six,"
12 September 2015 (2015-09-12) (Venice)
24 December 2015 (2015-12-24) (China)
",,2015.0,,2015-12-24,2015-12-24
931,Detective Chinatown,2016-01-15,,,,,,,2016-01-15
939,Chronicles of the Ghostly Tribe,,Chronicles of the Ghostly Tribe,"
30 September 2015 (2015-09-30)
",,2015.0,,2015-09-30,2015-09-30
946,The Little Prince,2016-08-05,,,,,,,2016-08-05
953,Suck Me Shakespeer 2,,Suck Me Shakespeer 2,"
29 October 2013 (2013-10-29)
",€5 million,2015.0,5000000.0,2013-10-29,2013-10-29
