moviename,release_date,budget,year,cleaned_budget,cleaned_release_date
Cirque du Soleil: Worlds Away,,,0.0,,
Three Heroes on Distant Shores,,,0.0,,
2016: Obama's America,,,0.0,,
The Perks of Being a Wallflower,,,0.0,,
Lockout,,,0.0,,
Bait,,,0.0,,
Part of Me,,,0.0,,
Nameless Gangster: Rules of the Time,,,0.0,,
Movie 43,,,0.0,,
Seven Psychopaths,,,0.0,,
The Floating Castle,,,0.0,,
The Dream Team,,,0.0,,
Joyful Noise,,,0.0,,
Premium Rush,,,0.0,,
The Grand Heist,,,0.0,,
The Raven,,,0.0,,
Amour,,,0.0,,
All About My Wife,,,0.0,,
Rowdy Rathore,"
June 1, 2012 (2012-06-01) (India)
",₹60 crore,0.0,60.0,2012-06-01
SPEC: Heaven,,,0.0,,
We Were There: True Love,,,0.0,,
Bol Bachchan,"
July 6, 2012 (2012-07-06) (India)
",₹50 crore (US$6.6 million),0.0,6000000.0,2012-07-06
The Master,,,0.0,,
Hitchcock,,,0.0,,
Architecture 101,,,0.0,,
Lesson of the Evil,,,0.0,,
Agneepath,"
26 January 2012 (2012-01-26)
",₹58 crore (US$7.6 million),0.0,6000000.0,2012-01-26
Rust and Bone,,,0.0,,
Head Over Heels 2,,,0.0,,
On the Other Side of the Tracks,,,0.0,,
The Last Tycoon,,,0.0,,
Housefull 2,"
5 April 2012 (2012-04-05)
",₹450 million,0.0,450000000.0,2012-04-05
Big Miracle,,,0.0,,
Sparkle,,,0.0,,
Liar Game: Reborn,,,0.0,,
Wanderlust,,,0.0,,
"Little Brother, Big Trouble: A Christmas Adventure",,,0.0,,
To the Arctic 3D,,,0.0,,
Hotaru the Movie: It's Only a Little Light in My Life,"
16 April 1988 (1988-04-16)
",,0.0,,1988-04-16
Kon-Tiki,,,0.0,,
Fall in Love Like a Star,,,0.0,,
Unbowed,,,0.0,,
Confession of Murder,,,0.0,,
Beasts of the Southern Wild,,,0.0,,
Frozen,"
November 7, 2019 (2019-11-07) (Dolby Theatre)
November 22, 2019 (2019-11-22) (United States)
",$150 million,2019.0,150000000.0,2019-11-22
Iron Man 3,"
April 14, 2013 (2013-04-14) (Grand Rex)
May 3, 2013 (2013-05-03) (United States)
",$200 million,2013.0,200000000.0,2013-05-03
Despicable Me 2,,,2013.0,,
The Hobbit: The Desolation of Smaug,"
2 December 2013 (2013-12-02) (Los Angeles premiere)
12 December 2013 (2013-12-12) (New Zealand)
13 December 2013 (2013-12-13) (United States)
",$191–250 million,2013.0,250000000.0,2013-12-13
The Hunger Games: Catching Fire,"
November 11, 2013 (2013-11-11) (London)
November 22, 2013 (2013-11-22) (United States)
",$130–140 million,2013.0,140000000.0,2013-11-22
Fast & Furious 6,,,2013.0,,
Monsters University,"
June 5, 2013 (2013-06-05) (BFI Southbank)
June 21, 2013 (2013-06-21) (United States)
",$200 million,2013.0,200000000.0,2013-06-21
Gravity,"
August 28, 2013 (2013-08-28) (Venice)
October 4, 2013 (2013-10-04) (United States)
November 7, 2013 (2013-11-07) (United Kingdom)
",$80–130 million,2013.0,130000000.0,2013-11-07
Man of Steel,"
June 10, 2013 (2013-06-10) (Alice Tully Hall)
June 14, 2013 (2013-06-14) (United States and United Kingdom)
",$225–258 million,2013.0,258000000.0,2013-06-14
Thor: The Dark World,"
October 22, 2013 (2013-10-22) (Leicester Square)
November 8, 2013 (2013-11-08) (United States)
",$150–170 million,2013.0,170000000.0,2013-11-08
The Croods,"
November 25, 2020 (2020-11-25)
",$65 million,2020.0,65000000.0,2020-11-25
World War Z,"
June 2, 2013 (2013-06-02) (Empire Cinema)
June 21, 2013 (2013-06-21) (United States)
",$190–269 million,2013.0,269000000.0,2013-06-21
Oz the Great and Powerful,"
February 14, 2013 (2013-02-14) (El Capitan Theatre)
March 8, 2013 (2013-03-08) (United States)
",$200 million,2013.0,200000000.0,2013-03-08
Star Trek Into Darkness,"
April 23, 2013 (2013-04-23) (Sydney)
May 17, 2013 (2013-05-17) (United States)[1]
",$185–190 million,2013.0,190000000.0,2013-05-17
The Wolverine,"
July 26, 2013 (2013-07-26) (United States)
",$100–132 million,2013.0,132000000.0,2013-07-26
Pacific Rim,,,2018.0,,
The Wolf of Wall Street,"
December 17, 2013 (2013-12-17) (Ziegfeld Theatre)
December 25, 2013 (2013-12-25) (United States)
",$100 million,2013.0,100000000.0,2013-12-25
G.I. Joe: Retaliation,"
March 27, 2013 (2013-03-27) (France[4])
March 28, 2013 (2013-03-28) (United States)
",$130-155 million,2013.0,155000000.0,2013-03-28
The Hangover Part III,"
May 20, 2013 (2013-05-20) (Westwood Village Theatre)
May 23, 2013 (2013-05-23) (United States)
",$103 million,2013.0,103000000.0,2013-05-23
The Great Gatsby,"
May 1, 2013 (2013-05-01) (New York City)
May 10, 2013 (2013-05-10) (United States)
May 30, 2013 (2013-05-30) (Australia)
",$105 million,2013.0,105000000.0,2013-05-30
Now You See Me,"
June 6, 2016 (2016-06-06) (New York City)
June 10, 2016 (2016-06-10) (United States)
",$90–120 million,2016.0,120000000.0,2016-06-10
The Smurfs 2,"
July 31, 2013 (2013-07-31)[1]
",$105 million,2013.0,105000000.0,2013-07-31
The Conjuring,,,2021.0,,
A Good Day to Die Hard,"
January 31, 2013 (2013-01-31) (Leicester Square)
February 14, 2013 (2013-02-14) (United States)
",$92 million,2013.0,92000000.0,2013-02-14
Oblivion,"
March 26, 2013 (2013-03-26) (Buenos Aires)
April 19, 2013 (2013-04-19) (United States)
",$120 million,2013.0,120000000.0,2013-04-19
Elysium,"
August 7, 2013 (2013-08-07) (Taiwan)
August 9, 2013 (2013-08-09) (United States)
",$115 million,2013.0,115000000.0,2013-08-09
Turbo,"
July 17, 2013 (2013-07-17) (United States)[3]
",$127 million,2013.0,127000000.0,2013-07-17
Cloudy with a Chance of Meatballs 2,"
September 27, 2013 (2013-09-27)
",$78 million,2013.0,78000000.0,2013-09-27
Epic,,,2017.0,,
The Lone Ranger,"
June 22, 2013 (2013-06-22) (Hyperion Theatre)
July 3, 2013 (2013-07-03) (United States)
",$225–250 million,2013.0,250000000.0,2013-07-03
American Hustle,"
December 8, 2013 (2013-12-08) (Ziegfeld Theatre)
December 13, 2013 (2013-12-13) (United States)
",$40 million,2013.0,40000000.0,2013-12-13
Grown Ups 2,"
July 12, 2013 (2013-07-12)
",$80 million,2013.0,80000000.0,2013-07-12
After Earth,"
May 1, 2013 (2013-05-01) (Tokyo)
May 31, 2013 (2013-05-31) (United States)
",$130 million,2013.0,130000000.0,2013-05-31
Planes,"
July 15, 2014 (2014-07-15) (El Capitan Theatre)
July 18, 2014 (2014-07-18) (United States)
",$50 million,2014.0,50000000.0,2014-07-18
Hansel & Gretel: Witch Hunters,,,2013.0,,
Captain Phillips,"
September 27, 2013 (2013-09-27) (NYFF)
October 11, 2013 (2013-10-11) (United States)
",$55 million,2013.0,55000000.0,2013-10-11
White House Down,"
June 28, 2013 (2013-06-28)
",$150 million,2013.0,150000000.0,2013-06-28
Percy Jackson: Sea of Monsters,"
August 7, 2013 (2013-08-07)
",$90 million,2013.0,90000000.0,2013-08-07
Jack the Giant Slayer,"
February 26, 2013 (2013-02-26) (Hollywood)
March 1, 2013 (2013-03-01) (United States)
",$185–200 million,2013.0,200000000.0,2013-03-01
The Secret Life of Walter Mitty,"
October 5, 2013 (2013-10-05) (NYFF)
December 25, 2013 (2013-12-25) (United States)
",$90 million,2013.0,90000000.0,2013-12-25
12 Years a Slave,"
August 30, 2013 (2013-08-30) (Telluride Film Festival)
November 8, 2013 (2013-11-08) (United States)
January 10, 2014 (2014-01-10) (United Kingdom)
",$20–22 million,2013.0,22000000.0,2014-01-10
Lee Daniels' The Butler,"
August 16, 2013 (2013-08-16)
",$30 million,2013.0,30000000.0,2013-08-16
Identity Thief,"
February 8, 2013 (2013-02-08)
",$35 million,2013.0,35000000.0,2013-02-08
Olympus Has Fallen,"
March 18, 2013 (2013-03-18) (Hollywood)
March 22, 2013 (2013-03-22) (United States)
",$70 million,2013.0,70000000.0,2013-03-22
Insidious: Chapter 2,"
September 13, 2013 (2013-09-13)[3]
",$5 million,2013.0,5000000.0,2013-09-13
Lone Survivor,"
November 12, 2013 (2013-11-12) (AFI Film Festival)
December 25, 2013 (2013-12-25) (United States)
January 10, 2014 (2014-01-10) (North America)
",$40 million,2013.0,40000000.0,2014-01-10
Jackass Presents: Bad Grandpa,"
October 25, 2013 (2013-10-25)
",$15 million,2013.0,15000000.0,2013-10-25
47 Ronin,"
December 6, 2013 (2013-12-06) (Japan)
December 25, 2013 (2013-12-25) (United States)
",$175–225 million,2013.0,225000000.0,2013-12-25
RED 2,"
July 19, 2013 (2013-07-19)
",$84 million,2013.0,84000000.0,2013-07-19
Mama,,,2020.0,,
2 Guns,"
July 30, 2013 (2013-07-30) (New York City)
August 2, 2013 (2013-08-02) (United States)
",$61 million,2013.0,61000000.0,2013-08-02
This Is the End,"
June 3, 2013 (2013-06-03) (Fox Village Theater)
June 12, 2013 (2013-06-12) (United States)
[1]",$32–41.9 million,2013.0,9000000.0,2013-06-12
Ender's Game,"
October 24, 2013 (2013-10-24) (Germany)
November 1, 2013 (2013-11-01) (United States)
",$110–115 million,2013.0,115000000.0,2013-11-01
Prisoners,"
August 30, 2013 (2013-08-30) (Telluride Film Festival)
September 20, 2013 (2013-09-20) (United States)
",$46 million,2013.0,46000000.0,2013-09-20
Saving Mr. Banks,,,2013.0,,
Warm Bodies,"
January 16, 2013 (2013-01-16) (Rome premiere)
February 1, 2013 (2013-02-01)
",$35 million,2013.0,35000000.0,2013-02-01
Personal Tailor,"
December 19, 2013 (2013-12-19)
",,2013.0,,2013-12-19
Free Birds,"
November 1, 2013 (2013-11-01)
",$55 million,2013.0,55000000.0,2013-11-01
Gangster Squad,"
January 7, 2013 (2013-01-07) (Grauman's Chinese Theatre)
January 11, 2013 (2013-01-11) (United States)
",$60–75 million,2013.0,75000000.0,2013-01-11
Philomena,"
31 August 2013 (2013-08-31) (Venice)
1 November 2013 (2013-11-01) (United Kingdom)
",$12 million,2013.0,12000000.0,2013-11-01
Blue Jasmine,"
July 26, 2013 (2013-07-26) (New York City premiere)
August 23, 2013 (2013-08-23) (United States)
",$18 million,2013.0,18000000.0,2013-08-23
Young Detective Dee: Rise of the Sea Dragon,,,2013.0,,
Riddick,"
September 4, 2013 (2013-09-04) (United Kingdom)
September 6, 2013 (2013-09-06) (United States)
",$38 million,2013.0,38000000.0,2013-09-06
Safe Haven,,,2013.0,,
Evil Dead,"
March 8, 2013 (2013-03-08) (SXSW)
April 5, 2013 (2013-04-05) (United States)
",$17 million,2013.0,17000000.0,2013-04-05
42,"
April 12, 2013 (2013-04-12) (United States)
",$31-40 million,2013.0,40000000.0,2013-04-12
The Mortal Instruments: City of Bones,"
August 12, 2013 (2013-08-12) (Cinerama Dome)
August 21, 2013 (2013-08-21)
",$60 million,2013.0,60000000.0,2013-08-21
Police Story: Lockdown,"
24 December 2013 (2013-12-24) (China)
16 January 2014 (2014-01-16) (Hong Kong[1])
",US$35 million,2013.0,35000000.0,2014-01-16
The Internship,"
June 7, 2013 (2013-06-07)
",$58 million,2013.0,58000000.0,2013-06-07
The Purge,,,2016.0,,
Dhoom 3,"
20 December 2013 (2013-12-20)
",₹175 crore,2013.0,175.0,2013-12-20
Pain & Gain,,,2013.0,,
About Time,"
27 June 2013 (2013-06-27) (EIFF)
4 September 2013 (2013-09-04) (United Kingdom)
",$12 million,2013.0,12000000.0,2013-09-04
American Dreams in China,"
May 17, 2013 (2013-05-17) (China)
",,2013.0,,2013-05-17
Snowpiercer,"
29 July 2013 (2013-07-29) (Times Square)
1 August 2013 (2013-08-01) (South Korea)
",$40 million,2013.0,40000000.0,2013-08-01
Carrie,"
October 7, 2013 (2013-10-07) (Arclight Hollywood)
October 18, 2013 (2013-10-18) (United States)
",$30 million,2013.0,30000000.0,2013-10-18
Finding Mr. Right,"
14 February 2013 (2013-02-14) (Hong Kong)
21 March 2013 (2013-03-21) (China)
",¥30 million yuan (US$5 million),2013.0,5000000.0,2013-03-21
The Fighter Pilot,,,2013.0,,
The Attorney,,,2013.0,,
Scary Movie V,"
April 12, 2013 (2013-04-12)
",$20 million,2013.0,20000000.0,2013-04-12
R.I.P.D.,"
July 17, 2013 (2013-07-17) (Iceland)
July 19, 2013 (2013-07-19) (United States)
",$130-154 million,2013.0,154000000.0,2013-07-19
Tiny Times,,,2015.0,,
Suck Me Shakespeer,"
29 October 2013 (2013-10-29)
",€5 million,2017.0,5000000.0,2013-10-29
The Book Thief,,,2013.0,,
Escape from Planet Earth,"
February 15, 2013 (2013-02-15)
",$40 million,2013.0,40000000.0,2013-02-15
August: Osage County,"
September 9, 2013 (2013-09-09) (TIFF)
December 27, 2013 (2013-12-27) (United States)
",$25 million,2013.0,25000000.0,2013-12-27
The Best Man Holiday,"
November 15, 2013 (2013-11-15)
",$17 million,2013.0,17000000.0,2013-11-15
The Counselor,"
October 3, 2013 (2013-10-03) (Leicester Square)
October 25, 2013 (2013-10-25) (United States)
November 15, 2013 (2013-11-15) (United Kingdom)
",$25 million,2013.0,25000000.0,2013-11-15
Sole a catinelle,"
October 31, 2013 (2013-10-31)[1][2]
",,2013.0,,2013-10-31
The Call,"
November 27, 2020 (2020-11-27)
",,2020.0,,2020-11-27
One Direction: This Is Us,"
29 August 2013 (2013-08-29) (United Kingdom)
30 August 2013 (2013-08-30) (United States)
",$10 million,2013.0,10000000.0,2013-08-30
Stalingrad,"
27 September 2013 (2013-09-27) (Volgograd)
10 October 2013 (2013-10-10) (Russia)[1]
31 October 2013 (2013-10-31) (China)
21 February 2014 (2014-02-21) (UK)
28 February 2014 (2014-02-28) (US)
",$30 million,2013.0,30000000.0,2014-02-28
Thunder and the House of Magic,"
25 December 2013 (2013-12-25)
",$34 million,2013.0,34000000.0,2013-12-25
The Grandmaster,"
8 January 2013 (2013-01-08) (China)
10 January 2013 (2013-01-10) (Hong Kong)
",¥240 million (US$38.6 million),2013.0,6000000.0,2013-01-10
Side Effects,"
February 8, 2013 (2013-02-08) (United States)
",$30 million,2013.0,30000000.0,2013-02-08
The Host,"
March 29, 2013 (2013-03-29)
",$40 million,2013.0,40000000.0,2013-03-29
Runner Runner,"
September 18, 2013 (2013-09-18) (Las Vegas)
October 4, 2013 (2013-10-04) (United States)
",$30 million,2013.0,30000000.0,2013-10-04
The Face Reader,"
September 11, 2013 (2013-09-11)
",,2013.0,,2013-09-11
The Legend of Hercules,"
January 10, 2014 (2014-01-10) (United States)
",$70 million,2013.0,70000000.0,2014-01-10
Kick-Ass 2,"
14 August 2013 (2013-08-14) (United Kingdom)
16 August 2013 (2013-08-16) (United States)
",$28 million,2013.0,28000000.0,2013-08-16
A Haunted House,"
April 18, 2014 (2014-04-18)
",$4 million,2014.0,4000000.0,2014-04-18
Beautiful Creatures,"
January 19, 2013 (2013-01-19) (Moscow)
February 14, 2013 (2013-02-14) (United States)
",$50–60 million,2013.0,60000000.0,2013-02-14
Snitch,,,2013.0,,
The Physician,"
25 December 2013 (2013-12-25)
 (Germany)",$32 million,2013.0,32000000.0,2013-12-25
Firestorm,"
12 December 2013 (2013-12-12) (China)
19 December 2013 (2013-12-19) (Hong Kong)
","US$20,000,000",2013.0,20000000.0,2013-12-19
Dallas Buyers Club,"
September 7, 2013 (2013-09-07) (TIFF)
November 1, 2013 (2013-11-01) (United States)
",$5 million,2013.0,5000000.0,2013-11-01
A Madea Christmas,,,2013.0,,
Temptation: Confessions of a Marriage Counselor,,,2013.0,,
Delivery Man,"
November 22, 2013 (2013-11-22) (United States)
",$26 million,2013.0,26000000.0,2013-11-22
Dragon Ball Z: Battle of Gods,"
March 30, 2013 (2013-03-30) (Japan)
",,2013.0,,2013-03-30
The Berlin File,"
January 31, 2013 (2013-01-31)
",US$9 million,2013.0,9000000.0,2013-01-31
Her,,,2022.0,,
Homefront,"
November 27, 2013 (2013-11-27) (United States)
",$22 million,2013.0,22000000.0,2013-11-27
The Last Stand,"
January 18, 2013 (2013-01-18)
",$45 million,2013.0,45000000.0,2013-01-18
21 & Over,,,2013.0,,
Tiny Times 2.0,"
August 8, 2013 (2013-08-08)
",,2013.0,,2013-08-08
The Place Beyond the Pines,"
September 7, 2012 (2012-09-07) (TIFF)
March 29, 2013 (2013-03-29) (United States)
",$15 million,2013.0,15000000.0,2013-03-29
Parker,"
January 24, 2013 (2013-01-24) (Las Vegas)
January 25, 2013 (2013-01-25) (United States)
",$31–35 million,2013.0,35000000.0,2013-01-25
The Big Wedding,"
April 26, 2013 (2013-04-26)
",$35 million,2013.0,35000000.0,2013-04-26
Badges of Fury,"
21 June 2013 (2013-06-21)
",,2013.0,,2013-06-21
The World's End,"
10 July 2013 (2013-07-10) (Leicester Square)
19 July 2013 (2013-07-19) (United Kingdom)
23 August 2013 (2013-08-23) (United States)
",$20 million,2013.0,20000000.0,2013-08-23
Grudge Match,"
December 25, 2013 (2013-12-25)
",$40 million,2013.0,40000000.0,2013-12-25
The White Storm,"
25 October 2013 (2013-10-25) (Hong Kong Asian Film Festival)
29 November 2013 (2013-11-29) (China)
5 December 2013 (2013-12-05) (Hong Kong)
","US$16,000,000",2019.0,16000000.0,2013-12-05
Tarzan,"
June 27, 2016 (2016-06-27) (Dolby Theatre)
July 1, 2016 (2016-07-01) (United States)
July 6, 2016 (2016-07-06) (United Kingdom)
July 7, 2016 (2016-07-07) (Australia)
",$180 million,2016.0,180000000.0,2016-07-07
Secretly Greatly,"
5 June 2013 (2013-06-05)
",,2013.0,,2013-06-05
"The Chef, The Actor, The Scoundrel","
29 March 2013 (2013-03-29) (China)
",,2013.0,,2013-03-29
Doraemon: Nobita's Secret Gadget Museum,,,2013.0,,
Jobs,,,2015.0,,
No Man's Land,"
December 3, 2013 (2013-12-03)
",CN¥20 million,2013.0,20000000.0,2013-12-03
Lupin III vs. Detective Conan: The Movie,,,2013.0,,
Don Jon,"
January 18, 2013 (2013-01-18) (Sundance)
September 27, 2013 (2013-09-27) (United States)
",$7.5 million,2013.0,5000000.0,2013-09-27
Antoine and Sebastian,"
21 September 2013 (2013-09-21) (SSIFF)
",,2013.0,,2013-09-21
Cold Eyes,"
July 3, 2013 (2013-07-03)
",US$4.5 million,2013.0,5000000.0,2013-07-03
Detective Conan: Private Eye in the Distant Sea,,,2013.0,,
The Terror Live,"
July 28, 2013 (2013-07-28) (PiFan)
July 31, 2013 (2013-07-31) (South Korea)
",US$3.12 million,2013.0,12000000.0,2013-07-31
Hide and Seek,"
August 14, 2013 (2013-08-14)
",₩2.5 billion,2013.0,500000000.0,2013-08-14
Blind Detective,"
19 May 2013 (2013-05-19) (Cannes Film Festival)[1]
4 July 2013 (2013-07-04) (Hong Kong and China)
","HK$85,000,000 (US$10.9 Million)",2013.0,9.0,2013-07-04
Broken City,"
January 18, 2013 (2013-01-18)
",$35–56.8 million,2013.0,8000000.0,2013-01-18
Inside Llewyn Davis,"
May 19, 2013 (2013-05-19) (Cannes)
November 6, 2013 (2013-11-06) (France)
December 6, 2013 (2013-12-06) (United States)
January 24, 2014 (2014-01-24) (United Kingdom)
",$11 million,2013.0,11000000.0,2014-01-24
Mud,"
May 26, 2012 (2012-05-26) (Cannes)
April 26, 2013 (2013-04-26) (United States)
",$10 million,2013.0,10000000.0,2013-04-26
Midsummer's Equation,"
June 29, 2013 (2013-06-29) (Japan)
",,2013.0,,2013-06-29
Kevin Hart: Let Me Explain,"
June 22, 2013 (2013-06-22) (American Black Film Festival)
July 3, 2013 (2013-07-03) (United States)
",$2.5 million,2013.0,5000000.0,2013-07-03
The After-Dinner Mysteries,,,2013.0,,
Underdogs,"
July 18, 2013 (2013-07-18) (Argentina)
",$21 million,2013.0,21000000.0,2013-07-18
Spring Breakers,"
September 4, 2012 (2012-09-04) (Venice)
March 22, 2013 (2013-03-22) (United States)[1]
",$5 million,2013.0,5000000.0,2013-03-22
101 Proposals,,,2013.0,,
A Wedding Invitation,"
April 12, 2013 (2013-04-12) (China)
",,2013.0,,2013-04-12
Silent Witness,"
13 September 2013 (2013-09-13)
",,2013.0,,2013-09-13
Special ID,"
October 18, 2013 (2013-10-18)
",,2013.0,,2013-10-18
The Suspect,"
December 24, 2013 (2013-12-24)
",~US$9.5 million,2013.0,5000000.0,2013-12-24
The Four 2,"
August 4, 2015 (2015-08-04) (New York City)
August 7, 2015 (2015-08-07) (United States)
",$120 million,2013.0,120000000.0,2015-08-07
The Kiyosu Conference,"
November 9, 2013 (2013-11-09) (Japan)
",,2013.0,,2013-11-09
I Give It a Year,"
8 February 2013 (2013-02-08) (United Kingdom)
",€12.7 million,2013.0,7000000.0,2013-02-08
Mandela: Long Walk to Freedom,"
7 September 2013 (2013-09-07) (TIFF)
28 November 2013 (2013-11-28) (South Africa)
3 January 2014 (2014-01-03) (United Kingdom)
",$35 million,2013.0,35000000.0,2014-01-03
Dark Skies,"
February 22, 2013 (2013-02-22) (United States)
",$3.5 million,2013.0,5000000.0,2013-02-22
Nebraska,"
May 23, 2013 (2013-05-23) (Cannes)
November 15, 2013 (2013-11-15) (United States)
",$13.5 million,2013.0,5000000.0,2013-11-15
The Incredible Burt Wonderstone,"
March 8, 2013 (2013-03-08) (SXSW[1])
March 15, 2013 (2013-03-15) (United States)
",$34 million,2013.0,34000000.0,2013-03-15
Khumba,"
8 September 2013 (2013-09-08) (TIFF)
25 October 2013 (2013-10-25) (South Africa)
",$20 million,2013.0,20000000.0,2013-10-25
You're Next,"
September 10, 2011 (2011-09-10) (TIFF)
August 23, 2013 (2013-08-23) (United States)
",$1 million,2013.0,1000000.0,2013-08-23
The Way Way Back,"
January 21, 2013 (2013-01-21) (Sundance)
July 5, 2013 (2013-07-05) (United States)
",$5 million,2013.0,5000000.0,2013-07-05
We Are the Nobles,,,2013.0,,
,,,,,
One Night Surprise,"
9 August 2013 (2013-08-09)
",,2013.0,,2013-08-09
Platinum Data,,,2013.0,,
Enough Said,"
September 7, 2013 (2013-09-07) (TIFF)
September 18, 2013 (2013-09-18) (United States)
",$8 million,2013.0,8000000.0,2013-09-18
The Last Exorcism Part II,"
February 28, 2013 (2013-02-28) (Russia)
March 1, 2013 (2013-03-01) (United States)
",$5 million,2013.0,5000000.0,2013-03-01
"Me, Myself and Mum","
20 May 2013 (2013-05-20) (Cannes)
20 November 2013 (2013-11-20) (France)
",,2013.0,,2013-11-20
The Tale of The Princess Kaguya,"
23 November 2013 (2013-11-23)
",¥5 billion ($49 million),2013.0,49000000.0,2013-11-23
Trance,"
19 March 2013 (2013-03-19) (London premiere)
27 March 2013 (2013-03-27) (United Kingdom)
5 April 2013 (2013-04-05) (United States)
8 May 2013 (2013-05-08) (France)
",$20 million,2013.0,20000000.0,2013-05-08
The Railway Man,"
6 September 2013 (2013-09-06) (TIFF)
26 December 2013 (2013-12-26) (Australia)
10 January 2014 (2014-01-10) (United Kingdom)
",$18 million,2013.0,18000000.0,2014-01-10
Out of Inferno,"
30 September 2013 (2013-09-30) (China)
3 October 2013 (2013-10-03) (Hong Kong)
",HK$150 million (US$19 million),2013.0,19000000.0,2013-10-03
Bring Happiness Home,"
January 15, 2013 (2013-01-15) (China)
",,2013.0,,2013-01-15
Baggage Claim,"
September 27, 2013 (2013-09-27)
",$8.5 million,2013.0,5000000.0,2013-09-27
Transformers: Age of Extinction,"
June 19, 2014 (2014-06-19) (Hong Kong)
June 27, 2014 (2014-06-27) (United States)
",$210 million,2014.0,210000000.0,2014-06-27
The Hobbit: The Battle of the Five Armies,"
1 December 2014 (2014-12-01) (London)
11 December 2014 (2014-12-11) (New Zealand)
17 December 2014 (2014-12-17) (United States)
",$250–300 million,2014.0,300000000.0,2014-12-17
Maleficent,,,2019.0,,
X-Men: Days of Future Past,"
May 10, 2014 (2014-05-10) (Javits Center)
May 23, 2014 (2014-05-23) (United States)
",$200–220 million,2014.0,220000000.0,2014-05-23
Captain America: The Winter Soldier,"
March 13, 2014 (2014-03-13) (El Capitan Theatre)
April 4, 2014 (2014-04-04) (United States)
",$170–177 million,2014.0,177000000.0,2014-04-04
Dawn of the Planet of the Apes,"
June 26, 2014 (2014-06-26) (Palace of Fine Arts)
July 11, 2014 (2014-07-11) (United States)
",$170 million,2014.0,170000000.0,2014-07-11
The Amazing Spider-Man 2,,,2014.0,,
Interstellar,,,2020.0,,
Big Hero 6,"
October 23, 2014 (2014-10-23) (Tokyo International Film Festival)
October 31, 2014 (2014-10-31) (Abu Dhabi Film Festival)
November 7, 2014 (2014-11-07) (United States)
",$165 million,2014.0,165000000.0,2014-11-07
How to Train Your Dragon 2,,,2014.0,,
American Sniper,"
November 11, 2014 (2014-11-11) (AFI Fest)
December 25, 2014 (2014-12-25) (United States)
",$59 million,2014.0,59000000.0,2014-12-25
Rio 2,"
March 20, 2014 (2014-03-20) (International)
April 11, 2014 (2014-04-11) (United States)
",$103-130 million,2014.0,130000000.0,2014-04-11
Teenage Mutant Ninja Turtles,,,2016.0,,
The Lego Movie,,,2019.0,,
Lucy,"
25 July 2014 (2014-07-25) (United States)[1]
6 August 2014 (2014-08-06) (France)[2]
",$39 million,2014.0,39000000.0,2014-08-06
Penguins of Madagascar,"
November 14, 2014 (2014-11-14) (China)
November 26, 2014 (2014-11-26) (United States)
",$132 million,2014.0,132000000.0,2014-11-26
Edge of Tomorrow,"
May 28, 2014 (2014-05-28) (London IMAX)
June 6, 2014 (2014-06-06) (United States)
",$178 million,2014.0,178000000.0,2014-06-06
Gone Girl,"
September 26, 2014 (2014-09-26) (NYFF)[1]
October 3, 2014 (2014-10-03) (United States)[1]
",$61 million,2014.0,61000000.0,2014-10-03
Night at the Museum: Secret of the Tomb,"
December 11, 2014 (2014-12-11) (Ziegfeld Theatre)
December 19, 2014 (2014-12-19) (United States)
",$127 million,2014.0,127000000.0,2014-12-19
Noah,"
March 10, 2014 (2014-03-10) (Mexico City premiere)
March 28, 2014 (2014-03-28) (United States)
",$125–160 million,2014.0,160000000.0,2014-03-28
The Maze Runner,,,2014.0,,
300: Rise of an Empire,"
March 4, 2014 (2014-03-04) (TCL Chinese Theatre)[4]
March 7, 2014 (2014-03-07) (United States)
",$110 million,2014.0,110000000.0,2014-03-07
22 Jump Street,"
June 4, 2014 (2014-06-04) (New York City)
June 13, 2014 (2014-06-13) (United States)
",$50–84.5 million,2014.0,5000000.0,2014-06-13
The Fault in Our Stars,"
May 16, 2014 (2014-05-16) (SIFF)
June 6, 2014 (2014-06-06) (United States)
","
$12 million (gross)
$8.5 million (net)
",2014.0,5000000.0,2014-06-06
Divergent,,,2015.0,,
Paddington,"
28 November 2014 (2014-11-28)
",€38.5 million($65 million (gross)$54.7 million (net)),2017.0,7000000.0,2014-11-28
Mr. Peabody & Sherman,,,2014.0,,
Neighbors,,,2016.0,,
Exodus: Gods and Kings,"
December 12, 2014 (2014-12-12) (United States)
",$140 million,2014.0,140000000.0,2014-12-12
Annabelle,"
June 26, 2019 (2019-06-26)
",$27–$32 million,2019.0,32000000.0,2019-06-26
Hercules,"
July 25, 2014 (2014-07-25) (United States)
",$100 million,2014.0,100000000.0,2014-07-25
RoboCop,"
February 12, 2014 (2014-02-12) (United States)
",$100–130 million,2014.0,130000000.0,2014-02-12
The Imitation Game,"
August 29, 2014 (2014-08-29) (Telluride Film Festival)
November 28, 2014 (2014-11-28) (United States)
",$14 million,2014.0,14000000.0,2014-11-28
Non-Stop,"
January 27, 2014 (2014-01-27) (Paris)
February 26, 2014 (2014-02-26) (France)
February 28, 2014 (2014-02-28) (United States)
",$28–50 million,2014.0,50000000.0,2014-02-28
The Expendables 3,"
August 4, 2014 (2014-08-04) (London)
August 15, 2014 (2014-08-15) (United States)
",$90–100 million,2014.0,100000000.0,2014-08-15
